,returns,regime,regime_code,confidence
2017-01-16,0.005852533217341091,Bull Market,0,1.0
2017-01-17,-0.0034873935007864857,Bull Market,0,1.0
2017-01-18,-0.00756906316048377,Bull Market,0,1.0
2017-01-19,0.010347664974396592,Bull Market,0,0.9446858187798213
2017-01-20,-0.007968812126382748,Bull Market,0,0.9397521118091314
2017-01-21,-0.002038863643012568,Bull Market,0,1.0
2017-01-22,0.010613024860771304,Bull Market,0,0.944653758351635
2017-01-23,-0.00269782608487684,Bull Market,0,0.9328301605188156
2017-01-24,-0.002781209268404195,Bull Market,0,1.0
2017-01-25,0.0022751588588400063,Bull Market,0,0.9770601175151588
2017-01-26,-0.005558637416707989,Bull Market,0,1.0
2017-01-27,-0.012348050362185276,Bull Market,0,0.9671267153309958
2017-01-28,-0.00619383285680688,Bull Market,0,0.9751320673039165
2017-01-29,-0.003449289020295637,Bull Market,0,1.0
2017-01-30,0.005078169302705087,Bull Market,0,1.0
2017-01-31,0.009887220962439776,Bull Market,0,0.9957907364489198
2017-02-01,-0.01235266583945601,Bull Market,0,0.9946018483758593
2017-02-02,0.012339851519719131,Bull Market,0,1.0
2017-02-03,0.014998811720938804,Bull Market,0,1.0
2017-02-04,-0.007778558353670507,Bull Market,0,1.0
2017-02-05,-0.0015393027622171934,Bull Market,0,0.9387289900892193
2017-02-06,0.03190536962757009,Bull Market,0,0.9963044639067754
2017-02-07,-0.005603269589112373,Bull Market,0,1.0
2017-02-08,0.007985698240518469,Bull Market,0,1.0
2017-02-09,0.011701789126410301,Bull Market,0,1.0
2017-02-10,-0.02931655761446684,Bull Market,0,0.9679423583821003
2017-02-11,0.014540362757017217,Bull Market,0,0.9980732035969692
2017-02-12,0.0027640231542485545,Bull Market,0,0.9622492557194272
2017-02-13,-0.007829364611372376,Bull Market,0,1.0
2017-02-14,0.0043377587157830055,Bull Market,0,1.0
2017-02-15,0.021513310529599098,Bull Market,0,0.9746328773150615
2017-02-16,0.002763894013599545,Bull Market,0,1.0
2017-02-17,0.005298941951876485,Bull Market,0,1.0
2017-02-18,0.01897552764755483,Bull Market,0,0.9560033995824844
2017-02-19,-0.0013471297349446094,Bull Market,0,1.0
2017-02-20,-0.0007480232778877072,Bull Market,0,1.0
2017-02-21,0.0035627697069345494,Bull Market,0,0.9735339939496201
2017-02-22,-0.0037562812502547915,Bull Market,0,0.955144529898058
2017-02-23,0.006744674155375048,Bull Market,0,1.0
2017-02-24,0.02234479679467278,Bull Market,0,1.0
2017-02-25,0.010778065723153913,Bull Market,0,0.9652673217947658
2017-02-26,0.0119383698422446,Bull Market,0,0.9751082335410975
2017-02-27,0.004691497872556191,Bull Market,0,1.0
2017-02-28,0.014646039125399647,Bull Market,0,1.0
2017-03-01,-8.518627106196552e-05,Bull Market,0,1.0
2017-03-02,-0.005831429247720629,Bull Market,0,0.9115404938933391
2017-03-03,0.00756579576649161,Bull Market,0,1.0
2017-03-04,0.00730860058381331,Bull Market,0,0.939042462952893
2017-03-05,0.01894101574944742,Bull Market,0,1.0
2017-03-06,0.0002481467571019238,Bull Market,0,1.0
2017-03-07,-0.020159866499850805,Bull Market,0,1.0
2017-03-08,-0.0109315326085185,Bull Market,0,0.8770553205583141
2017-03-09,0.018886686165786728,Bull Market,0,0.985040908427309
2017-03-10,0.009462720778302744,Bull Market,0,0.9960996269073649
2017-03-11,0.0020955680195970635,Bull Market,0,1.0
2017-03-12,-0.002388938805714472,Bull Market,0,1.0
2017-03-13,0.0024629707505798336,Bull Market,0,1.0
2017-03-14,0.0139653902640789,Bull Market,0,0.8841747417607044
2017-03-15,-0.01749794994791947,Bull Market,0,0.9599349759226988
2017-03-16,0.001139916901686475,Bull Market,0,1.0
2017-03-17,0.0049151171359973255,Bull Market,0,1.0
2017-03-18,0.006358179089797007,Bull Market,0,1.0
2017-03-19,-0.0038202717991772245,Bull Market,0,1.0
2017-03-20,-0.004266605526624729,Bull Market,0,0.9681469579100667
2017-03-21,0.009549721383989698,Bull Market,0,0.9745099655023721
2017-03-22,-0.010687898993490616,Bull Market,0,0.9685275598172265
2017-03-23,0.0036008745136978373,Bull Market,0,0.9509473234867651
2017-03-24,0.003448477454273251,Bull Market,0,0.9502470929518966
2017-03-25,-0.012785708981004996,Bull Market,0,0.9454653377649299
2017-03-26,-0.016840524258904154,Bull Market,0,1.0
2017-03-27,-0.0013574338308871864,Bull Market,0,1.0
2017-03-28,0.005205304897457073,Bull Market,0,0.9536606633351862
2017-03-29,0.0029011268544497635,Bull Market,0,0.914425867237939
2017-03-30,-0.005417404601861085,Bull Market,0,0.9815333370328818
2017-03-31,0.013689262427292934,Bull Market,0,1.0
2017-04-01,0.003379192074527432,Bull Market,0,1.0
2017-04-02,0.013077942702498546,Bull Market,0,1.0
2017-04-03,0.0011089285845373763,Bull Market,0,1.0
2017-04-04,-0.0078035229447997855,Bull Market,0,0.9970932652587708
2017-04-05,0.011025870334889758,Bull Market,0,0.9263474055869911
2017-04-06,0.009193786173125789,Bull Market,0,0.9796657499821637
2017-04-07,-0.012138304989508835,Bull Market,0,0.9732605949720288
2017-04-08,0.00650681252263904,Bull Market,0,1.0
2017-04-09,0.003278196095161704,Bull Market,0,1.0
2017-04-10,0.001767590921800353,Bull Market,0,1.0
2017-04-11,0.0010131226118241469,Bull Market,0,1.0
2017-04-12,0.010060042787855716,Bull Market,0,0.9577042979830944
2017-04-13,-0.003790807510386948,Bull Market,0,1.0
2017-04-14,0.004124861912588786,Bull Market,0,1.0
2017-04-15,-0.0038282449014207702,Bull Market,0,1.0
2017-04-16,0.016578636066408966,Bull Market,0,1.0
2017-04-17,0.001225318986349688,Bull Market,0,1.0
2017-04-18,0.008131719586969647,Bull Market,0,1.0
2017-04-19,0.015408913146291468,Bull Market,0,1.0
2017-04-20,-0.007937428511244472,Bull Market,0,1.0
2017-04-21,0.0027554528500900806,Bull Market,0,0.9830121448580864
2017-04-22,-0.0011773834407467045,Bull Market,0,0.9470954537889892
2017-04-23,0.008232993379373926,Bull Market,0,0.9071524361363249
2017-04-24,-0.010742118430527222,Bull Market,0,0.9835312451755392
2017-04-25,-0.01296208045372428,Bull Market,0,1.0
2017-04-26,0.003087227888595941,Bull Market,0,1.0
2017-04-27,0.01330104530539989,Bull Market,0,1.0
2017-04-28,-0.020660339078957535,Bull Market,0,0.9936978166067638
2017-04-29,-0.022165036832995505,Bull Market,0,1.0
2017-04-30,0.012775301364863632,Bull Market,0,1.0
2017-05-01,0.007383052207393825,Bull Market,0,0.9241202396336443
2017-05-02,0.007540685460396941,Bull Market,0,1.0
2017-05-03,0.031313886079367456,Bull Market,0,1.0
2017-05-04,-0.0010857527083875443,Bull Market,0,0.8938740899706934
2017-05-05,-0.004651293227437013,Bull Market,0,1.0
2017-05-06,-0.006535172652449402,Bull Market,0,1.0
2017-05-07,0.005977723566712997,Bull Market,0,0.9997189153199678
2017-05-08,0.018002499359940492,Bull Market,0,1.0
2017-05-09,0.018474778615686294,Bull Market,0,1.0
2017-05-10,0.0016372492087449921,Bull Market,0,1.0
2017-05-11,0.0207380096058455,Bull Market,0,1.0
2017-05-12,0.02026212911196993,Bull Market,0,1.0
2017-05-13,0.015337057334504328,Bull Market,0,1.0
2017-05-14,0.017789322119573136,Bull Market,0,0.947129043768581
2017-05-15,0.013715243684189202,Bull Market,0,1.0
2017-05-16,0.02063492550042435,Bull Market,0,1.0
2017-05-17,-0.0009944730940833501,Bull Market,0,0.9804716970753352
2017-05-18,0.018771122001710928,Bull Market,0,1.0
2017-05-19,0.012760987626342254,Bull Market,0,0.9727694024208341
2017-05-20,0.020072811205049796,Bull Market,0,1.0
2017-05-21,-0.009626977535255633,Bull Market,0,1.0
2017-05-22,0.0003832418916457582,Bull Market,0,0.9656882999297808
2017-05-23,-0.011523967955159174,Bull Market,0,1.0
2017-05-24,-0.017223451930053077,Bull Market,0,0.964952542033176
2017-05-25,-0.0038304150106288574,Bull Market,0,0.9646305821468707
2017-05-26,-0.003250366360624783,Bull Market,0,0.9494526568989844
2017-05-27,0.009074608377316787,Bull Market,0,0.981314711962319
2017-05-28,-0.005435612167269596,Bull Market,0,0.972465366574985
2017-05-29,0.010458182420184394,Bull Market,0,1.0
2017-05-30,-0.002314094395294195,Bull Market,0,1.0
2017-05-31,0.01750675387685495,Bull Market,0,1.0
2017-06-01,0.007255398691360783,Bull Market,0,1.0
2017-06-02,0.0029560210657404874,Bull Market,0,1.0
2017-06-03,0.0051023566390254235,Bull Market,0,0.9536652070794637
2017-06-04,0.013447034522340834,Bull Market,0,0.983296703847752
2017-06-05,0.005426955077878468,Bull Market,0,1.0
2017-06-06,-0.0021067335699179414,Bull Market,0,0.9727680627964632
2017-06-07,-0.009455684845146034,Bull Market,0,1.0
2017-06-08,-0.019518257415851763,Bull Market,0,0.9791396335611281
2017-06-09,-0.005527898317117336,Bull Market,0,0.8976222785489603
2017-06-10,-0.00010326691208255529,Bull Market,0,0.9876359750525401
2017-06-11,0.0028360635538002463,Bull Market,0,1.0
2017-06-12,-0.006438776182370547,Bull Market,0,1.0
2017-06-13,-0.0027406301825794563,Bull Market,0,0.9261045677589986
2017-06-14,0.01149924724881132,Bull Market,0,1.0
2017-06-15,0.0196611612908631,Bull Market,0,1.0
2017-06-16,-0.0090500240818325,Bull Market,0,1.0
2017-06-17,-0.005001736928433589,Bull Market,0,0.8664400857958213
2017-06-18,0.004268158474402323,Bull Market,0,1.0
2017-06-19,0.007104068148439733,Bull Market,0,1.0
2017-06-20,-0.012045285706270272,Bull Market,0,1.0
2017-06-21,0.010914496839870355,Bull Market,0,1.0
2017-06-22,0.0007369697433973154,Bull Market,0,0.899757765647927
2017-06-23,-0.0018289845195740189,Bull Market,0,1.0
2017-06-24,0.01896178195161179,Bull Market,0,1.0
2017-06-25,0.019030283719188516,Bull Market,0,0.9315674907141678
2017-06-26,0.002890175511552657,Bull Market,0,0.9967803108924437
2017-06-27,0.018078058588318555,Bull Market,0,1.0
2017-06-28,-0.0032554654053222314,Bull Market,0,1.0
2017-06-29,0.017119774461599603,Bull Market,0,1.0
2017-06-30,0.00010693434908787649,Bull Market,0,0.9664254059793748
2017-07-01,0.008771169593587418,Bull Market,0,1.0
2017-07-02,-0.011599469961496946,Bull Market,0,1.0
2017-07-03,0.0118645116088703,Bull Market,0,1.0
2017-07-04,-0.01382176794995266,Bull Market,0,1.0
2017-07-05,-0.010952547072363482,Bull Market,0,0.9642726162225651
2017-07-06,0.0029996231813432957,Bull Market,0,1.0
2017-07-07,0.023455480285674228,Bull Market,0,0.9891539091695041
2017-07-08,0.007320663155819829,Bull Market,0,0.8974931624009638
2017-07-09,0.013280483956381949,Bull Market,0,1.0
2017-07-10,0.014189308397463551,Bull Market,0,1.0
2017-07-11,-0.005712984470101473,Bull Market,0,0.9850597747575679
2017-07-12,0.02139388743544609,Bull Market,0,0.888392359356942
2017-07-13,0.0019357458975497051,Bull Market,0,0.9441898275460219
2017-07-14,-0.006261295927188704,Bull Market,0,0.9942438662720724
2017-07-15,0.012307300957647498,Bull Market,0,0.980478781992469
2017-07-16,-0.0032379847184819542,Bull Market,0,1.0
2017-07-17,0.0020317726714630304,Bull Market,0,1.0
2017-07-18,-0.0021150462908800386,Bull Market,0,0.9782088886027385
2017-07-19,-0.003432788409738275,Bull Market,0,0.9300508939019173
2017-07-20,0.010342077148655369,Bull Market,0,1.0
2017-07-21,0.004651145328817694,Bull Market,0,1.0
2017-07-22,0.02322125090921497,Bull Market,0,1.0
2017-07-23,0.010847830035303426,Bull Market,0,1.0
2017-07-24,0.0031639888587351264,Bull Market,0,1.0
2017-07-25,-0.020029335331332315,Bull Market,0,0.9809452045868675
2017-07-26,0.01823072772238079,Bull Market,0,1.0
2017-07-27,-0.0074882084849395274,Bull Market,0,1.0
2017-07-28,0.0040502931379940935,Bull Market,0,1.0
2017-07-29,0.005588674529386416,Bull Market,0,0.9402686855489796
2017-07-30,0.004397132217821106,Bull Market,0,1.0
2017-07-31,-0.01898710191055378,Bull Market,0,1.0
2017-08-01,-0.005812984300056615,Bull Market,0,1.0
2017-08-02,0.005825346708301085,Bull Market,0,1.0
2017-08-03,0.0073493895645868074,Bull Market,0,1.0
2017-08-04,0.009376854518887786,Bull Market,0,0.9256765719980878
2017-08-05,0.01157086625316356,Bull Market,0,0.9641740604266037
2017-08-06,-0.004458527589919712,Bull Market,0,1.0
2017-08-07,-0.015864347435502052,Bull Market,0,1.0
2017-08-08,0.0013918404151079407,Bull Market,0,0.9641639197668788
2017-08-09,-0.007692101790770199,Bull Market,0,1.0
2017-08-10,0.01871315784655908,Bull Market,0,0.9916239993335023
2017-08-11,-0.01024177146910489,Bull Market,0,0.9904597196828728
2017-08-12,0.02044175127962205,Bull Market,0,0.9960789416444019
2017-08-13,0.005295772621684052,Bull Market,0,1.0
2017-08-14,-0.0006175561260167285,Bull Market,0,1.0
2017-08-15,-0.006755383544361114,Bull Market,0,1.0
2017-08-16,0.0065966764568004465,Bull Market,0,1.0
2017-08-17,-0.0023789154010156444,Bull Market,0,1.0
2017-08-18,-0.021308791791220857,Bull Market,0,1.0
2017-08-19,0.019654979481102647,Bull Market,0,0.9936785314335256
2017-08-20,0.01352078905811988,Bull Market,0,0.9780932542636269
2017-08-21,0.02529185652771361,Bull Market,0,0.8911897154010083
2017-08-22,0.012097218554476123,Bull Market,0,0.8836412491565752
2017-08-23,0.0027807702299909587,Bull Market,0,0.845716591666932
2017-08-24,-0.011090144991967511,Bull Market,0,0.8404680132664006
2017-08-25,-0.009460931631811718,Bull Market,0,0.8903773361817967
2017-08-26,0.003697525580272823,Bull Market,0,0.8255945894430924
2017-08-27,-0.001161558534847292,Bull Market,0,0.7549808752681866
2017-08-28,0.015445119545786038,Bull Market,0,0.7424376688092137
2017-08-29,0.01462791007276056,Bull Market,0,0.7151313283254712
2017-08-30,-0.0003559313043240899,Bull Market,0,0.7391252877621298
2017-08-31,0.003106552472546386,Bull Market,0,0.9400032573845055
2017-09-01,0.013625054718573736,Bull Market,0,0.8812988832197648
2017-09-02,0.009357093960879092,Bull Market,0,0.8743016211746532
2017-09-03,-0.0016865659636754763,Bull Market,0,0.72640013079084
2017-09-04,-0.0118479275223984,Bull Market,0,0.6740288018972158
2017-09-05,-0.0024221173668463624,Bull Market,0,0.5584090196035227
2017-09-06,-0.00017312821798600537,Bull Market,0,0.5469798550226184
2017-09-07,0.014513344079794108,Bull Market,0,0.5461944458574717
2017-09-08,-0.006472177960915581,Bull Market,0,0.43883139729268916
2017-09-09,-0.0174261109032781,Bull Market,0,0.3740994109331666
2017-09-10,-0.018392535936921445,Bull Market,0,0.2999023000566277
2017-09-11,-0.03545605879025879,Crisis,5,0.30575902909508007
2017-09-12,-0.016200404142461225,Crisis,5,0.41956220878305917
2017-09-13,-0.008034138260343422,Crisis,5,0.5210487684143587
2017-09-14,-0.005211445936605157,Crisis,5,0.6284778445967191
2017-09-15,-0.012631422202592023,Crisis,5,0.6681802332745781
2017-09-16,-0.050617493912208295,Crisis,5,0.7640304734639898
2017-09-17,-0.05165507382801807,Crisis,5,0.7356881749907944
2017-09-18,-0.015853325571820794,Crisis,5,0.7848330003166925
2017-09-19,-0.011901933597508622,Crisis,5,0.8423789609025301
2017-09-20,-0.043802785055896146,Crisis,5,1.0
2017-09-21,-0.02630195836493368,Crisis,5,0.7380150917707395
2017-09-22,0.006669552833393279,Crisis,5,0.8730852596444033
2017-09-23,0.011461366141354293,Crisis,5,0.807700744126014
2017-09-24,-0.04640622241208282,Crisis,5,0.9234379800470965
2017-09-25,-0.07813185918279392,Crisis,5,0.8275690573264075
2017-09-26,0.040671827618619726,Crisis,5,0.8403101571919255
2017-09-27,-0.01524682328458489,Crisis,5,0.8733484920034549
2017-09-28,-0.012575523362374155,Crisis,5,0.8592691027711424
2017-09-29,-0.048256582629204924,Crisis,5,0.91090335081905
2017-09-30,-0.02060476641750785,Crisis,5,0.8477640026921056
2017-10-01,-0.0012451383982913919,Crisis,5,1.0
2017-10-02,0.012755904595701292,Crisis,5,0.9624577434384206
2017-10-03,-0.04716810728885631,Crisis,5,0.9897228644930386
2017-10-04,-0.014601608581507466,Crisis,5,0.9312416755197951
2017-10-05,-0.010031888795290097,Crisis,5,1.0
2017-10-06,-0.018788110428402647,Crisis,5,0.982208193782987
2017-10-07,-0.01010259037917088,Crisis,5,1.0
2017-10-08,0.004855740812461887,Crisis,5,0.963152037159415
2017-10-09,-0.045196659581378335,Crisis,5,0.9995469832405455
2017-10-10,0.01792542662071859,Crisis,5,1.0
2017-10-11,0.004621436299333633,Crisis,5,0.9412256632559053
2017-10-12,-0.01051788936674849,Crisis,5,0.9558836694281669
2017-10-13,-0.04193594899558218,Crisis,5,1.0
2017-10-14,-0.059137802203068295,Crisis,5,1.0
2017-10-15,-0.003715456694196103,Crisis,5,1.0
2017-10-16,-0.017663149624141995,Crisis,5,0.9515215221031236
2017-10-17,0.0038811206195176035,Crisis,5,0.9841034520450178
2017-10-18,-0.03141817587573467,Crisis,5,0.9984842421193724
2017-10-19,-0.024955380886382765,Crisis,5,0.8233222495190887
2017-10-20,-0.024158562930736677,Crisis,5,0.9063993000277418
2017-10-21,-0.06363243423904591,Crisis,5,0.876276068754672
2017-10-22,0.01659994065241411,Crisis,5,0.8021807905191372
2017-10-23,-0.02529138291441962,Crisis,5,0.8343109647881053
2017-10-24,-0.009531258422611696,Crisis,5,0.7497717931600814
2017-10-25,-0.06440295130888582,Crisis,5,0.844411023921086
2017-10-26,0.001729543409048644,Crisis,5,0.841650956255027
2017-10-27,0.011076326320296596,Crisis,5,0.7416916357346007
2017-10-28,-0.0173638022950915,Crisis,5,1.0
2017-10-29,0.00924218075419478,Crisis,5,0.8967432836606766
2017-10-30,0.027836930543965386,Crisis,5,0.8222148442417387
2017-10-31,-0.05566919768192613,Crisis,5,0.7412325981551509
2017-11-01,0.052030561414497134,Crisis,5,0.7530812903318105
2017-11-02,-0.0516948837854977,Crisis,5,0.5663079781315581
2017-11-03,-0.01444825459957017,Crisis,5,0.5005325387216861
2017-11-04,0.010157010662339538,Crisis,5,0.48039200167144464
2017-11-05,-0.04506570321453898,Crisis,5,0.41212088935562335
2017-11-06,0.027168147939015726,Crisis,5,0.40133068783159404
2017-11-07,-0.020061828432630317,Crisis,5,0.29544303786876935
2017-11-08,-0.02042169093709981,Bear Market,1,0.3655286720957454
2017-11-09,-0.024998277845613277,Bear Market,1,0.3590093996766863
2017-11-10,-0.03727838224702875,Bear Market,1,0.49848170446108886
2017-11-11,-0.031258738912125425,Bear Market,1,0.45960681902774314
2017-11-12,-0.014829919822107955,Bear Market,1,0.6618728835968383
2017-11-13,0.006247405970827899,Bear Market,1,0.7538645865946529
2017-11-14,-0.03575229600174617,Bear Market,1,0.7510234859893772
2017-11-15,-0.002740283862820786,Bear Market,1,0.878766907354444
2017-11-16,-0.007979502241852995,Bear Market,1,0.9080477160848435
2017-11-17,-0.053844670669930546,Bear Market,1,1.0
2017-11-18,-0.0012240709484184409,Bear Market,1,0.8214006864603035
2017-11-19,0.006576966002424341,Bear Market,1,0.7680680144703474
2017-11-20,-0.03004290866922349,Bear Market,1,0.8885486197525738
2017-11-21,-0.01046438621309145,Bear Market,1,0.881350861718972
2017-11-22,-0.019794736277642336,Bear Market,1,0.8293928232598577
2017-11-23,-0.004039315627185245,Bear Market,1,0.8847756178608213
2017-11-24,-0.01841846451906335,Bear Market,1,0.8939763754334387
2017-11-25,-0.0021902133258188163,Bear Market,1,0.8587197433019071
2017-11-26,0.022826052307499064,Bear Market,1,0.8932823687576223
2017-11-27,-0.010589598507673001,Bear Market,1,0.9122261273676427
2017-11-28,0.007919512662231919,Bear Market,1,0.966218303478398
2017-11-29,0.03411568780358791,Bear Market,1,1.0
2017-11-30,-0.007189959387040359,Bear Market,1,0.9011393284463703
2017-12-01,-0.008055764742699655,Bear Market,1,1.0
2017-12-02,0.004224823119580842,Bear Market,1,0.939081772812283
2017-12-03,-0.010400738731568125,Bear Market,1,0.9878234066453899
2017-12-04,0.005301596741635493,Bear Market,1,0.9200897256913633
2017-12-05,-0.01130537460894795,Bear Market,1,0.9340487732575332
2017-12-06,-0.01635319683743382,Bear Market,1,0.9956459497415843
2017-12-07,-0.0075593434441369265,Bear Market,1,1.0
2017-12-08,0.017620822051686486,Bear Market,1,1.0
2017-12-09,-0.03519854200644095,Bear Market,1,0.9800462422167421
2017-12-10,-0.015510054217564085,Bear Market,1,1.0
2017-12-11,-0.05592547622226995,Bear Market,1,0.9994869337971939
2017-12-12,-0.01653284720785092,Bear Market,1,1.0
2017-12-13,-0.007170742388460051,Bear Market,1,0.9454029396850705
2017-12-14,-0.026221061877789043,Bear Market,1,1.0
2017-12-15,-0.026604772768688674,Bear Market,1,1.0
2017-12-16,-0.012589777737112307,Bear Market,1,0.9751684906644604
2017-12-17,-0.02102796737401445,Bear Market,1,1.0
2017-12-18,0.019936422636033926,Bear Market,1,1.0
2017-12-19,-0.018665405759532495,Bear Market,1,0.9741084904397808
2017-12-20,-0.007501198224836793,Bear Market,1,1.0
2017-12-21,-0.017163045529213748,Bear Market,1,0.8848534012110671
2017-12-22,-0.003051125951322022,Bear Market,1,0.9042316062001404
2017-12-23,-0.005269951864493876,Bear Market,1,0.9482890409692794
2017-12-24,0.0077686703481136925,Bear Market,1,1.0
2017-12-25,-0.013333903376790766,Bear Market,1,0.9622514633715599
2017-12-26,0.0034221367266326535,Bear Market,1,0.9331125199147804
2017-12-27,-0.006152206337843367,Bear Market,1,0.9955710198475939
2017-12-28,-0.011064071868255795,Bear Market,1,1.0
2017-12-29,-0.025042276074543474,Bear Market,1,0.9681716489388987
2017-12-30,0.005115642289091529,Bear Market,1,0.9407763153532662
2017-12-31,0.02437651032457129,Bear Market,1,1.0
2018-01-01,-0.023153807371915296,Bear Market,1,1.0
2018-01-02,0.0014105089253274995,Bear Market,1,0.9392875854871694
2018-01-03,-0.01697372257246584,Bear Market,1,1.0
2018-01-04,0.004973168741665483,Bear Market,1,0.8716687286209873
2018-01-05,0.010540009556566298,Bear Market,1,0.8581652896573186
2018-01-06,-0.0033383585550125767,Bear Market,1,0.8867141395825497
2018-01-07,-0.030042073379689158,Bear Market,1,0.8751645986929896
2018-01-08,0.01644395797983558,Bear Market,1,0.7483026751294944
2018-01-09,-0.026041186815961122,Bear Market,1,0.8445916005906824
2018-01-10,-0.017854054140730703,Bear Market,1,0.8688999371867234
2018-01-11,-0.004264168519900668,Bear Market,1,0.8813962140413824
2018-01-12,-0.021013320979639087,Bear Market,1,0.814211858213701
2018-01-13,-0.014153527054267168,Bear Market,1,0.7921954809040008
2018-01-14,-0.01791920211089971,Bear Market,1,1.0
2018-01-15,-0.010428263498549386,Bear Market,1,1.0
2018-01-16,0.008003202327951911,Bear Market,1,0.8646770360496749
2018-01-17,-0.027802408575639457,Bear Market,1,0.7808795308268941
2018-01-18,-0.0013078271756528513,Bear Market,1,0.7828431829723429
2018-01-19,0.005359848448883285,Bear Market,1,0.593510523104636
2018-01-20,-0.018533846783508005,Bear Market,1,0.5831324324738937
2018-01-21,0.005317555842387704,Bear Market,1,0.6303825912928418
2018-01-22,-0.00797325912088297,Bear Market,1,0.4626689343490892
2018-01-23,-0.017912210496990807,Bear Market,1,0.40833914244982833
2018-01-24,-0.01062065143640302,Bear Market,1,0.28356506196968606
2018-01-25,0.04156568731455675,Recovery,6,0.399315128533288
2018-01-26,0.00792506377591802,Recovery,6,0.5007930560472329
2018-01-27,0.026712301890062917,Recovery,6,0.4342911872340771
2018-01-28,0.012570753410434373,Recovery,6,0.5751857209232375
2018-01-29,-0.015719439624316937,Recovery,6,0.6674873593887884
2018-01-30,-0.0034565610088762673,Recovery,6,0.7171820118116109
2018-01-31,0.020084756978142465,Recovery,6,0.765643297531597
2018-02-01,0.014739937093917523,Recovery,6,0.9297591854390688
2018-02-02,0.0441902967922349,Recovery,6,0.9401814574634862
2018-02-03,0.013340039816338849,Recovery,6,0.964943745279149
2018-02-04,0.004419088603124618,Recovery,6,0.8592115108755523
2018-02-05,0.025591603127228527,Recovery,6,0.8894875256447295
2018-02-06,0.01283632775930726,Recovery,6,0.8870372730887676
2018-02-07,-0.009513920696600646,Recovery,6,0.8192190639456601
2018-02-08,-0.014787255302065976,Recovery,6,0.8313793931787624
2018-02-09,0.01516028239158956,Recovery,6,0.7979955756472391
2018-02-10,0.0018052470701890293,Recovery,6,0.8526995711184654
2018-02-11,-0.0092128797032999,Recovery,6,0.8849279106392677
2018-02-12,0.034194300214094094,Recovery,6,0.8482090503430639
2018-02-13,0.014246235964010798,Recovery,6,0.8976034899785468
2018-02-14,0.008384688047009457,Recovery,6,0.9029815202119074
2018-02-15,0.04491237557112663,Recovery,6,0.9370089636217135
2018-02-16,0.03834634488478447,Recovery,6,0.9015829211832599
2018-02-17,0.06971003014700695,Recovery,6,0.7595551340458128
2018-02-18,0.03995452157627994,Recovery,6,0.6634240175450681
2018-02-19,0.0018501898128518602,Recovery,6,0.5896413677084081
2018-02-20,0.004636962046983597,Recovery,6,0.5852200515425978
2018-02-21,0.0029418048500469904,Recovery,6,0.44839330366710034
2018-02-22,0.016896151188043194,Recovery,6,0.5136520066167152
2018-02-23,0.02354656091306604,Recovery,6,0.3957468729699602
2018-02-24,-0.0026027135826081006,Recovery,6,0.28996300195450625
2018-02-25,-0.016491662909585016,Sideways Market,4,0.36597513331488535
2018-02-26,-0.002074744499032634,Sideways Market,4,0.49409626805704393
2018-02-27,-0.005951478804055478,Sideways Market,4,0.5770449763930237
2018-02-28,0.025017120514457956,Sideways Market,4,0.5333041098722312
2018-03-01,-0.043651633953726614,Sideways Market,4,0.6133419563665391
2018-03-02,0.013492587378320426,Sideways Market,4,0.7021333838821717
2018-03-03,0.024650873532400093,Sideways Market,4,0.7587697550583623
2018-03-04,0.0025190131360688294,Sideways Market,4,0.7697620951883428
2018-03-05,0.0018959206781886731,Sideways Market,4,0.8892560726882287
2018-03-06,0.009624554444348413,Sideways Market,4,0.9648093780402078
2018-03-07,-0.005560310118944981,Sideways Market,4,0.7499923094645233
2018-03-08,-0.024686353711449498,Sideways Market,4,0.8420140137732395
2018-03-09,0.002198903712721411,Sideways Market,4,0.8237089246431177
2018-03-10,-0.00017179219354077004,Sideways Market,4,0.8708643577073432
2018-03-11,-0.01563443489776979,Sideways Market,4,0.8007611207075492
2018-03-12,-0.038361040547279776,Sideways Market,4,0.8916951017723226
2018-03-13,0.009778873948525717,Sideways Market,4,0.8772359898998895
2018-03-14,0.00497032013264327,Sideways Market,4,0.8525767686381153
2018-03-15,-0.0057758859310942465,Sideways Market,4,0.9702142324061849
2018-03-16,-0.018065324979454355,Sideways Market,4,0.9056353155868946
2018-03-17,0.002312159188195955,Sideways Market,4,0.9736726296514018
2018-03-18,0.0016642628277459912,Sideways Market,4,1.0
2018-03-19,0.024574287168470224,Sideways Market,4,0.9526757271200482
2018-03-20,-0.0013797421281970704,Sideways Market,4,0.9911616094054282
2018-03-21,-0.0259670079926477,Sideways Market,4,1.0
2018-03-22,-0.018365103674504016,Sideways Market,4,0.8015202983517101
2018-03-23,0.004003007705346956,Sideways Market,4,0.8535887997006115
2018-03-24,0.009616489674407164,Sideways Market,4,0.8626204059848841
2018-03-25,0.012414963681739197,Sideways Market,4,0.8416799517789046
2018-03-26,0.013402195554373558,Sideways Market,4,0.824967649048536
2018-03-27,-0.02217954807083563,Sideways Market,4,0.9246620870830178
2018-03-28,-0.02346192953007898,Sideways Market,4,0.8022576385211662
2018-03-29,-0.005800062406732416,Sideways Market,4,0.8398419403957942
2018-03-30,0.04279170443735378,Sideways Market,4,0.7793721028313075
2018-03-31,0.027173657457683992,Sideways Market,4,1.0
2018-04-01,0.00881775649886392,Sideways Market,4,0.976783881495633
